name	bio.tools_id	id	description	tool_shed_repository	panel_section_name	edam_topics	edam_operations		
Analyze particles		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_analyze_particles_binary/imagej2_analyze_particles_binary/3.0.0	of binary image	imagej2_analyze_particles_binary	Imaging		
Compose a raw and an elastic transformation		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_compose_raw_elastic/imagej2_bunwarpj_compose_raw_elastic/3.0.0	into a raw transformation with bUnwarpJ	imagej2_bunwarpj_compose_raw_elastic	Imaging		
Compare elastic and raw deformation		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_compare_elastic_raw/imagej2_bunwarpj_compare_elastic_raw/3.0.0	by warping index with bUnwarpJ	imagej2_bunwarpj_compare_elastic_raw	Imaging		
Image Info		toolshed.g2.bx.psu.edu/repos/imgteam/image_info/ip_imageinfo/0.2	Show Image Info	image_info	Imaging		
Detection Visualization		toolshed.g2.bx.psu.edu/repos/imgteam/detection_viz/ip_detection_viz/0.3	Detection Visualization	detection_viz	Imaging		
Histogram equalization		toolshed.g2.bx.psu.edu/repos/imgteam/2d_histogram_equalization/ip_histogram_equalization/0.0.1	automatic histogram equalization	2d_histogram_equalization	Imaging		
Convert image		toolshed.g2.bx.psu.edu/repos/imgteam/bfconvert/ip_convertimage/0.4	Convert image	bfconvert	Imaging		
Colocalization		toolshed.g2.bx.psu.edu/repos/imgteam/colocalization_viz/ip_colocalization/0.0.8	of two segmentation maps	colocalization_viz	Imaging		
2D Feature Extraction		toolshed.g2.bx.psu.edu/repos/imgteam/2d_feature_extraction/ip_2d_feature_extraction/0.1.1	Feature Extraction	2d_feature_extraction	Imaging		
Permutate image		toolshed.g2.bx.psu.edu/repos/imgteam/permutate_axis/ip_permutate_axis/0.2	along an axis	permutate_axis	Imaging		
Label to Points		toolshed.g2.bx.psu.edu/repos/imgteam/labelimage2points/ip_labelimage_to_points/0.2	Converts label image to points	labelimage2points	Imaging		
Points to Label		toolshed.g2.bx.psu.edu/repos/imgteam/points2labelimage/ip_points_to_label/0.3	Points to Label Image	points2labelimage	Imaging		
Concatenate images		toolshed.g2.bx.psu.edu/repos/imgteam/concat_channels/ip_concat_channels/0.2		concat_channels	Imaging		
Scale Image		toolshed.g2.bx.psu.edu/repos/imgteam/scale_image/ip_scale_image/0.4	Scales image	scale_image	Imaging		
Merge Neighbours in Label		toolshed.g2.bx.psu.edu/repos/imgteam/mergeneighboursinlabelimage/ip_merge_neighbours_in_label/0.3	Merge Neighbours in Label Image	mergeneighboursinlabelimage	Imaging		
Binary 2 Label		toolshed.g2.bx.psu.edu/repos/imgteam/binary2labelimage/ip_binary_to_labelimage/0.4	Converts Binary to Label Image	binary2labelimage	Imaging		
Filter segmentation		toolshed.g2.bx.psu.edu/repos/imgteam/2d_filter_segmentation_by_features/ip_2d_filter_segmentation_by_features/0.0.1	Filter segmentation by rules	2d_filter_segmentation_by_features	Imaging		
Split objects		toolshed.g2.bx.psu.edu/repos/imgteam/2d_split_binaryimage_by_watershed/ip_2d_split_binaryimage_by_watershed/0.0.1	Split binary image by using watershed	2d_split_binaryimage_by_watershed	Imaging		
Anisotropic Diffusion		toolshed.g2.bx.psu.edu/repos/imgteam/anisotropic_diffusion/ip_anisotropic_diffusion/0.2	Edge-preserving, Anisotropic diffusion	anisotropic_diffusion	Imaging		
Color Deconvolution		toolshed.g2.bx.psu.edu/repos/imgteam/color_deconvolution/ip_color_deconvolution/0.8	Color deconvolution	color_deconvolution	Imaging		
Filter Image		toolshed.g2.bx.psu.edu/repos/imgteam/2d_simple_filter/ip_filter_standard/0.0.3	applies a standard filter to an image	2d_simple_filter	Imaging		
Points to Label		toolshed.g2.bx.psu.edu/repos/imgteam/points2labelimage/ip_points_to_labe/0.2	Points to Label Image	points2labelimage	Imaging		
Switch axis coordinates		toolshed.g2.bx.psu.edu/repos/imgteam/imagecoordinates_flipaxis/imagecoordinates_flipaxis/0.1	Switches the axes of an image and flips the y axis.	imagecoordinates_flipaxis	Imaging		
Coordinates of ROI		toolshed.g2.bx.psu.edu/repos/imgteam/coordinates_of_roi/ip_coordinates_of_roi/0.0.4		coordinates_of_roi	Imaging		
Count Objects		toolshed.g2.bx.psu.edu/repos/imgteam/count_objects/ip_count_objects/0.0.4	in labled images	count_objects	Imaging		
Mahotas-features		toolshed.g2.bx.psu.edu/repos/imgteam/mahotas_features/ip_mahotas_features/0.7	Compute features using mahotas	mahotas_features	Imaging		
Overlay Segmentation Mask		toolshed.g2.bx.psu.edu/repos/imgteam/overlay_segmentation_mask/ip_overlay_segmentation/0.0.6	Overlay Segmentation Mask	overlay_segmentation_mask	Imaging		
Points to Binary Image		toolshed.g2.bx.psu.edu/repos/imgteam/points2binaryimage/ip_points_to_binaryimage/0.1	Converts points to a binary image	points2binaryimage	Imaging		
Visceral		toolshed.g2.bx.psu.edu/repos/imgteam/visceral_evaluatesegmentation/ip_visceral_evaluatesegmentation/0.5	Evaluate Segmentation	visceral_evaluatesegmentation	Imaging		
Binary To Points		toolshed.g2.bx.psu.edu/repos/imgteam/binaryimage2points/ip_binaryimage_to_points/0.1	Converts Binary Image to Points	binaryimage2points	Imaging		
Slice Image		toolshed.g2.bx.psu.edu/repos/imgteam/slice_image/ip_slice_image/0.2	into smaller patches	slice_image	Imaging		
Split Labelmap		toolshed.g2.bx.psu.edu/repos/imgteam/split_labelmap/ip_split_labelmap/0.1		split_labelmap	Imaging		
Compute GLM on population data		toolshed.g2.bx.psu.edu/repos/ecology/pampa_glmsp/pampa_glmsp/0.0.2	Compute a GLM of your choice on population data	pampa_glmsp	Species abundance		
Compute GLM on community data		toolshed.g2.bx.psu.edu/repos/ecology/pampa_glmcomm/pampa_glmcomm/0.0.2	Compute a GLM of your choice on community data	pampa_glmcomm	Species abundance		
Temporal trend indicator		toolshed.g2.bx.psu.edu/repos/ecology/stoc_trend_indic/stoceps_trend_indic/0.0.2	using GlmmTMB or GAM models	stoc_trend_indic	Species abundance		
Estimate temporal population variation		toolshed.g2.bx.psu.edu/repos/ecology/stoc_mainglm_group/stoceps_glm_group/0.0.2	by specialization group	stoc_mainglm_group	Species abundance		
Estimate temporal population variation		toolshed.g2.bx.psu.edu/repos/ecology/stoc_mainglm/stoceps_glm/0.0.2	by species	stoc_mainglm	Species abundance		
Filter species		toolshed.g2.bx.psu.edu/repos/ecology/stoc_filteringsp/stoceps_filteringsp/0.0.2	with rare and low abundances	stoc_filteringsp	Species abundance		
Preprocess population data		toolshed.g2.bx.psu.edu/repos/ecology/stoc_maketable/stoceps_maketablecarrer/0.0.2	for evolution trend analyzes	stoc_maketable	Species abundance		
NetCDF xarray Metadata Info		toolshed.g2.bx.psu.edu/repos/ecology/xarray_metadata_info/xarray_metadata_info/0.15.1	summarize content of a Netcdf file	xarray_metadata_info	Species abundance		
NetCDF xarray Selection		toolshed.g2.bx.psu.edu/repos/ecology/xarray_select/xarray_select/0.15.1	extracts variable values with custom conditions on dimensions	xarray_select	Species abundance		
Calculate community metrics		toolshed.g2.bx.psu.edu/repos/ecology/pampa_communitymetrics/pampa_communitymetrics/0.0.2	calculate community metrics from abundance data	pampa_communitymetrics	Species abundance		
Calculate presence absence table		toolshed.g2.bx.psu.edu/repos/ecology/pampa_presabs/pampa_presabs/0.0.2	calculate presence absence table from observation data	pampa_presabs	Species abundance		
Create a plot from GLM data		toolshed.g2.bx.psu.edu/repos/ecology/pampa_plotglm/pampa_plotglm/0.0.2	as temporal trend	pampa_plotglm	Species abundance		
Model temporal trend		toolshed.g2.bx.psu.edu/repos/ecology/regionalgam_gls/regionalgam_gls/1.5	with a simple linear regression	regionalgam_gls	Species abundance		
Flight curve		toolshed.g2.bx.psu.edu/repos/ecology/regionalgam_flight_curve/regionalgam_flight_curve/1.5	compute the regional expected pattern of abundance	regionalgam_flight_curve	Species abundance		
Autocorrelation test		toolshed.g2.bx.psu.edu/repos/ecology/regionalgam_autocor_acf/regionalgam_autocor_acf/1.5	check for temporal autocorrelation in the residuals	regionalgam_autocor_acf	Species abundance		
Expected temporal trend		toolshed.g2.bx.psu.edu/repos/ecology/regionalgam_glmmpql/regionalgam_glmmpql/1.5	of species abundance	regionalgam_glmmpql	Species abundance		
Linear regression ajusted		toolshed.g2.bx.psu.edu/repos/ecology/regionalgam_gls_adjusted/regionalgam_gls_adjusted/1.5	for autocorrelation in the residuals	regionalgam_gls_adjusted	Species abundance		
Plot abundance		toolshed.g2.bx.psu.edu/repos/ecology/regionalgam_plot_trend/regionalgam_plot_trend/1.5	with trend line	regionalgam_plot_trend	Species abundance		
Abundance index		toolshed.g2.bx.psu.edu/repos/ecology/regionalgam_ab_index/regionalgam_ab_index/1.5	computation across species, sites and years	regionalgam_ab_index	Species abundance		
Get the ancestor terms of a given OBO term		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_ancestor_terms/onto_tk_get_ancestor_terms/1.45.1	Collects the ancestor terms from a given term in the given OBO ontology	onto_tk_get_ancestor_terms	OBO Ontology manipulation		
Get all the relationship types		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_relationship_types/onto_tk_get_relationship_types/1.45.0	from the given OBO ontology	onto_tk_get_relationship_types	OBO Ontology manipulation		
Convert OBO to RDF		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_obo2rdf/onto_tk_obo2rdf/1.45.0		onto_tk_obo2rdf	OBO Ontology manipulation		
Get the parent terms		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_parent_terms/onto_tk_get_parent_terms/1.45.0	of a given OBO term	onto_tk_get_parent_terms	OBO Ontology manipulation		
Get the terms		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_parent_terms_by_relationship_type/onto_tk_get_parent_terms_by_relationship_type/1.45.0	filtered by a relationship type	onto_tk_get_parent_terms_by_relationship_type	OBO Ontology manipulation		
Get all terms		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_terms/onto_tk_get_terms/1.45.0	of a given OBO term	onto_tk_get_terms	OBO Ontology manipulation		
Convert OBO to OWL		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_obo2owl/onto_tk_obo2owl/1.45.0		onto_tk_obo2owl	OBO Ontology manipulation		
Get all the relationship IDs and namespaces		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_relationship_id_vs_relationship_namespace/onto_tk_get_relationship_id_vs_relationship_namespace/1.45.0	from the given OBO ontology	onto_tk_get_relationship_id_vs_relationship_namespace	OBO Ontology manipulation		
Get all term synonyms		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_term_synonyms/onto_tk_get_term_synonyms/1.45.0	of a given OBO term	onto_tk_get_term_synonyms	OBO Ontology manipulation		
Get the descendent terms		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_descendent_terms/onto_tk_get_descendent_terms/1.45.0	of a given OBO term	onto_tk_get_descendent_terms	OBO Ontology manipulation		
Get all the term IDs and term names		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_term_id_vs_term_name/onto_tk_term_id_vs_term_name/1.45.0	of a given OBO ontology	onto_tk_term_id_vs_term_name	OBO Ontology manipulation		
Get child terms		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_child_terms/onto_tk_get_child_terms/1.45.0	of a given OBO term	onto_tk_get_child_terms	OBO Ontology manipulation		
Get subontology		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_subontology_from/onto_tk_get_subontology_from/1.45.0	from a given OBO term	onto_tk_get_subontology_from	OBO Ontology manipulation		
Get all the relationship IDs and definitions		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_relationship_id_vs_relationship_def/onto_tk_get_relationship_id_vs_relationship_def/1.45.0	from the given OBO ontology	onto_tk_get_relationship_id_vs_relationship_def	OBO Ontology manipulation		
Get the terms that are related		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_terms_by_relationship_type/onto_tk_get_terms_by_relationship_type/1.45.0	by a concrete relationship type	onto_tk_get_terms_by_relationship_type	OBO Ontology manipulation		
Get the root terms		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_root_terms/onto_tk_get_root_terms/1.45.0	of a given OBO term	onto_tk_get_root_terms	OBO Ontology manipulation		
Get all the relationship IDs and names		toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_relationship_id_vs_relationship_name/onto_tk_get_relationship_id_vs_relationship_name/1.45.0	from the given OBO ontology	onto_tk_get_relationship_id_vs_relationship_name	OBO Ontology manipulation		
UCSC Cell Browser		toolshed.g2.bx.psu.edu/repos/ebi-gxa/ucsc_cell_browser/ucsc_cell_browser/1.0.0+galaxy0	displays single-cell clusterized data in an interactive web application.	ucsc_cell_browser	HCA-Single Cell		
Scanpy FindMarkers		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_find_markers/scanpy_find_markers/1.6.0+galaxy4	to find differentially expressed genes between groups	scanpy_find_markers	HCA-Single Cell		
Scanpy ScaleData		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_scale_data/scanpy_scale_data/1.4.3+galaxy0	to make expression variance the same for all genes	scanpy_scale_data	HCA-Single Cell		
Scanpy RunUMAP		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_umap/scanpy_run_umap/1.4.3+galaxy1	visualise cell clusters using UMAP	scanpy_run_umap	HCA-Single Cell		
Scanpy RunTSNE		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_tsne/scanpy_run_tsne/1.4.3+galaxy1	visualise cell clusters using tSNE	scanpy_run_tsne	HCA-Single Cell		
Scanpy RunPCA		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_pca/scanpy_run_pca/1.4.3+galaxy0	for dimensionality reduction	scanpy_run_pca	HCA-Single Cell		
Scanpy Read10x		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_read_10x/scanpy_read_10x/1.4.3+galaxy0	into hdf5 object handled by scanpy	scanpy_read_10x	HCA-Single Cell		
Scanpy NormaliseData		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_normalise_data/scanpy_normalise_data/1.4.3+galaxy1	to make all cells having the same total expression	scanpy_normalise_data	HCA-Single Cell		
Scanpy FindVariableGenes		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_find_variable_genes/scanpy_find_variable_genes/1.4.3+galaxy0	based on normalised dispersion of expression	scanpy_find_variable_genes	HCA-Single Cell		
Scanpy FindCluster		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_find_cluster/scanpy_find_cluster/1.4.3+galaxy1	based on community detection on KNN graph	scanpy_find_cluster	HCA-Single Cell		
Scanpy FilterGenes		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_filter_genes/scanpy_filter_genes/1.4.3+galaxy2	based on counts and numbers of cells expressed	scanpy_filter_genes	HCA-Single Cell		
Scanpy FilterCells		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_filter_cells/scanpy_filter_cells/1.4.3+galaxy0	based on counts and numbers of genes expressed	scanpy_filter_cells	HCA-Single Cell		
Scanpy ComputeGraph		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_compute_graph/scanpy_compute_graph/1.4.3+galaxy0	to derive kNN graph	scanpy_compute_graph	HCA-Single Cell		
Human Cell Atlas Matrix Downloader		toolshed.g2.bx.psu.edu/repos/ebi-gxa/hca_matrix_downloader/hca_matrix_downloader/v0.0.3+galaxy0	retrieves expression matrices and metadata from the Human Cell Atlas.	hca_matrix_downloader	HCA-Single Cell		
GTF2GeneList		toolshed.g2.bx.psu.edu/repos/ebi-gxa/gtf2gene_list/_ensembl_gtf2gene_list/1.42.1+galaxy4	extracts a complete annotation table or subsets thereof from an Ensembl GTF using rtracklayer	gtf2gene_list	HCA-Single Cell		
Scanpy ParameterIterator		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_parameter_iterator/scanpy_parameter_iterator/0.0.1+galaxy3	produce an iteration over a defined parameter	scanpy_parameter_iterator	HCA-Single Cell		
Scanpy PlotTrajectory		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_plot_trajectory/scanpy_plot_trajectory/1.4.3+galaxy6	visualise cell trajectories	scanpy_plot_trajectory	HCA-Single Cell		
Scmap index cells		toolshed.g2.bx.psu.edu/repos/ebi-gxa/scmap_index_cell/scmap_index_cell/1.6.0+galaxy2	creates a cell index for a dataset to enable fast approximate nearest neighbour search	scmap_index_cell	HCA-Single Cell		
EBI SCXA Data Retrieval		toolshed.g2.bx.psu.edu/repos/ebi-gxa/retrieve_scxa/retrieve_scxa/v0.0.2+galaxy2	Retrieves expression matrixes and metadata from EBI Single Cell Expression Atlas (SCXA)	retrieve_scxa	HCA-Single Cell		
Filter pileup		toolshed.g2.bx.psu.edu/repos/devteam/pileup_parser/pileup_parser/1.0.2	on coverage and SNPs	pileup_parser	SAM/BAM Manipulation		
Convert SAM		toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1	to interval	sam2interval	SAM/BAM Manipulation		
Merge BAM Files		toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2	merges BAM files together	sam_merge	SAM/BAM Manipulation		
Generate pileup		toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1	from BAM dataset	sam_pileup	SAM/BAM Manipulation		
flagstat		toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/1.0.0	provides simple stats on BAM files	samtools_flagstat	SAM/BAM Manipulation		
MPileup		toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/0.0.1	SNP and indel caller	samtools_mpileup	SAM/BAM Manipulation		
rmdup		toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0	remove PCR duplicates	samtools_rmdup	SAM/BAM Manipulation		
Slice BAM		toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1	by provided regions	samtools_slice_bam	SAM/BAM Manipulation		
Pileup-to-Interval		toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0	condenses pileup format into ranges of bases	pileup_interval	SAM/BAM Manipulation		
Summarize taxonomy		toolshed.g2.bx.psu.edu/repos/devteam/t2t_report/t2t_report/1.0.0		t2t_report	Metagenomic Analysis		
Draw phylogeny		toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0		t2ps	Metagenomic Analysis		
Poisson two-sample test		toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0		poisson2test	Metagenomic Analysis		
Find lowest diagnostic rank		toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1		lca_wrapper	Metagenomic Analysis		
Fetch taxonomic representation		toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0		gi2taxonomy	Metagenomic Analysis		
